1379843406188	TB13534303950	-55	2750.0	0	350401	1023178	13886694	601011819	1
1379843406188	TB15758552132	-55	3109.0	1	350401	1023178	13981705	137885583	1
1379843406015	TB17380817649	-55	699.2	0	50003881	1025771	13969715	1592206779	1
1379843406188	TB18098780976	-54	3280.0	0	350401	1023178	13981705	601011819	1
1379843406295	TB19114027243	-54	138.01	65	350301	1021997	13863444	597767557	1
1379843405808	TB19114027243	-54	138.01	65	350301	1021997	13863444	597767557	1
1379843405726	TB19763023566	-54	1130.0	1	350401	1024300	14011372	1620020227	1
1379843406247	TB20897027436	-55	330.03	4	50013009	1021980	13792607	928599380	1
1379843406332	TB9331613290	-54	698.0	5	50003881	1022222	13966201	108112308	1
1379843406332	TM10492607920	-55	5999.5	2	50003881	1021973	13968182	702794457	1
1379843405808	TM10516658804	-54	2599.2	2	350301	1021973	13967809	702794457	1
1379843406295	TM10516658804	-55	2599.2	2	350301	1021973	13967809	702794457	1
1379843406079	TM12868082552	-54	299.03	10	50013195	1025231	13983373	365378308	1
1379843405877	TM14086341324	-54	2888.01	1	350511	1023089	13812095	667454208	1
1379843405808	TM14723280775	-54	278.0	22	350301	1021982	14011873	728258934	1
1379843406079	TM15133714585	-55	228.0	207	50013195	1024021	13983294	513954896	1
1379843406015	TM15196368810	-55	1199.01	2	50003881	1024046	13883555	698644807	1
1379843406015	TM15630559402	-54	499.01	0	50003881	1025131	13968775	875704167	1
1379843406332	TM15630559402	-55	499.01	0	50003881	1025131	13968775	875704167	1
1379843406247	TM17035694176	-54	91.0	17	50002894	1021980	13840211	1121379927	1
1379843406015	TM17360218752	-55	698.06	87	50003881	1025141	13967224	734907576	1
1379843406332	TM17360218752	-55	698.06	87	50003881	1025141	13967224	734907576	1
1379843406332	TM17461447409	-54	1398.0	5	50003881	1025138	13967032	717764912	1
1379843406079	TM18471138081	-54	398.0	9	50013195	1025231	15029602	1667442936	1
1379843405808	TM18545881421	-55	207.03	122	350301	1022047	13967395	1050000716	1
1379843406295	TM18545881421	-55	207.03	122	350301	1022047	13967395	1050000716	1
1379843406332	TM19175833575	-55	1799.03	0	50003881	1021977	15000019	1055977456	1
1379843406015	TM19175833575	-54	1799.03	0	50003881	1021977	15000019	1055977456	1
1379843406247	TM19258715852	-55	1398.0	43	350504	1021980	13977379	1585698189	1
1379843405877	TM19716640004	-55	599.09	45	350511	1023093	14001143	931702110	1
1379843406188	TM20031318004	-54	3399.32	0	350401	1024485	15020911	1072652587	1
1379843405726	TM20031318004	-54	3399.32	0	350401	1024485	15020911	1072652587	1
1379843406247	TM21103443628	-54	339.05	23	50013008	1021980	13978043	737740430	1
1379843406247	TM21476803677	-55	2198.0	2	350504	1021980	13977336	1585698189	1
1379843406015	TM23606344826	-55	719.2	26	50003881	1025771	13969727	835509697	1
1379843405726	TM25130452461	-55	1799.09	4	350401	1021987	13888800	377472723	1
1379843405466	TM25414772802	-55	4999.16	11	50019790	1022056	13985229	467221028	1
1379843405726	TM26189044387	-55	2188.26	1	350401	1021977	14009408	1061709265	1
1379843405726	TM26346060685	-54	2799.08	15	350401	1021990	15020974	1596759856	1
1379843406188	TM26346060685	-55	2799.08	15	350401	1021990	15020974	1596759856	1
1379843405726	TM26588168196	-55	2599.35	5	350401	1021990	15020975	1596759856	1
1379843406188	TM26588168196	-55	2599.35	5	350401	1021990	15020975	1596759856	1
1379843406079	TM7827314640	-55	198.02	490	50013195	1024021	13983429	513954896	1
